material_id,formula,work_function_eV,E_ads_DFT_eV,band_gap,formation_energy,energy_hull,bulk_modulus,shear_modulus,young_modulus,data_source,calculation_method,chemical_family,chemsys_type,mean_atomic_mass,mean_electronegativity,mean_atomic_radius,mean_valence_electrons,li_atomic_fraction,n_elements,pugh_ratio,poisson_ratio,cauchy_pressure,hardness_gpa,vol_expansion_resist,electronic_class,split,band_gap_pred,formation_energy_pred,energy_hull_pred,E_ads_DFT_eV_pred,bulk_modulus_pred,shear_modulus_pred,young_modulus_pred,Anode_Composite_Score
1358,Cu2Te,5.17271,-3.78192,0.0,0.12454,0.0944,35.98,13.69,36.44738797993916,DFT_training_benchmark,DFT,Chalcogenides,Binary,84.89733333333334,1.9666666666666663,1.3666666666666667,12.666666666666666,0.0,2,2.6281957633308983,0.3311682972950752,19.745,2.06719,13.514440736513231,Metal,Test,0.09981775538737413,0.10277200923415883,0.06905390274044786,-3.7578103179186124,40.608046744272556,15.506662898207024,37.31990467806518,0.37274183786243303
3857,AgSb2F12,5.40842,-3.77956,0.535,-2.07728,0.062,21.79,10.55,27.25185063224447,DFT_training_benchmark,DFT,Halides,Ternary,38.62460255999999,3.5860000000000003,0.7,16.333333333333336,0.0,3,2.065402843601896,0.2915569020021075,6.310000000000002,1.59305,8.435552460150193,Semiconductor,Test,0.5581352825319473,-2.0244626198303526,0.08192648993041682,-3.629284675573369,24.970810500093922,10.558208689906328,33.140726037528324,0.40769245167548424
6466,Bi2Pt,5.84296,-3.77778,0.0,0.04235,0.0,31.0,9.0,24.61764705882353,DFT_training_benchmark,DFT,Pnictides,Binary,204.34826666666663,2.1066666666666665,1.5166666666666666,13.333333333333332,0.0,2,3.4444444444444446,0.3676470588235294,24.0,1.359,11.333328729591676,Metal,Train,0.006752820468792384,-0.014798113442109427,0.019669430741452287,-3.6197993241801116,32.08032851864065,8.212876304145846,22.289849033371855,0.40336195683392195
6493,BiBr3,5.50025,-3.74499,2.69,-0.74825,0.0,13.02,6.09,15.805674418604648,DFT_training_benchmark,DFT,Halides,Binary,112.1731,2.725,1.2625,16.5,0.0,2,2.1379310344827585,0.2976744186046511,4.3050000000000015,0.91959,5.01666349270309,Semiconductor,Test,2.5776025026861253,-0.5310790408040151,-0.039377940366107755,-3.7638208103676645,13.143996946229233,8.053239909489406,22.4836343211212,0.29583237447038463
425,TaS2,5.67032,-3.72668,0.0,-1.14598,2.7287,66.2,41.04,102.03485227841765,DFT_training_benchmark,DFT,Chalcogenides,Binary,81.69262666666667,2.22,1.15,12.333333333333332,0.0,2,1.6130604288499026,0.243114672008012,-3.299999999999983,6.197039999999999,26.62666405710106,Metal,Train,-0.05443827245251827,-1.108073366327057,2.7141314424749905,-3.639238614414108,64.63966008296802,41.972952954120686,112.37989383470428,0.3599077553531522
7135,BCl3,5.08893,-3.67679,4.531,-0.95171,0.9536,8.78,5.61,13.874873239436624,DFT_training_benchmark,DFT,Halides,Binary,29.292500000000004,2.88,0.9625,16.0,0.0,2,1.5650623885918002,0.2366197183098591,-0.8550000000000022,0.84711,3.5499974414199094,Insulator,Train,4.542092258970986,-1.0470142797762119,0.9190899345738817,-3.6187061645373366,7.395813798977212,4.851971051779932,12.242099717458158,0.23670504499129502
6976,SbClO,5.75472,-3.6681,1.109,-0.91639,0.9131,91.14,36.63,96.90734978229318,DFT_training_benchmark,DFT,Oxyhalides,Ternary,57.73746666666668,2.883333333333333,1.0166666666666666,16.0,0.0,3,2.488124488124488,0.3227866473149492,45.135000000000005,5.53113,34.449996445058446,Semiconductor,Train,0.9939006422577696,-0.8638657113092937,0.8718444670139052,-3.5449231598220887,92.40224685561056,39.06459258706492,94.90258843598971,0.33432995016763123
6492,AlPd5I2,5.09837,-3.64809,0.0,-0.3509,0.0,20.000000000000004,12.999999999999998,32.05479452054794,DFT_training_benchmark,DFT,Halides,Ternary,101.611309825,2.24125,1.38125,12.125,0.0,3,1.538461538461539,0.2328767123287671,-2.499999999999986,1.963,8.111108580722538,Metal,Train,0.0375698018345672,-0.4288745336181857,0.05947214679147173,-3.734933111452209,18.65284966137516,10.729767012040213,38.59502466757759,0.39334553558042423
6982,NbS2,5.37693,-3.58174,0.0,-1.08445,2.3875,50.4,32.0,79.23144104803494,DFT_training_benchmark,DFT,Chalcogenides,Binary,52.34546,2.2533333333333334,1.15,12.333333333333332,0.0,2,1.575,0.2379912663755458,-4.400000000000006,4.832,20.35555298642988,Metal,Train,-0.0600638689918805,-1.0214832317006037,2.4124910840175535,-3.5199953686001404,51.32727954206852,33.29346477458295,86.33951570382314,0.3641255132376451
7376,Bi2Pt,5.57899,-3.53832,0.0,0.04235,0.0,31.0,9.0,24.61764705882353,DFT_training_benchmark,DFT,Pnictides,Binary,204.34826666666663,2.1066666666666665,1.5166666666666666,13.333333333333332,0.0,2,3.4444444444444446,0.3676470588235294,24.0,1.359,11.333328729591676,Metal,Val,-0.02916937497932768,0.13503764632059234,-0.0485036716682458,-3.443061796183537,37.641282555665406,10.245512641733606,22.264776936633822,0.42415714324459824
7413,PI2,5.37071,-3.53681,1.594,-0.05037,0.6738,11.07,6.82,16.974184361728703,DFT_training_benchmark,DFT,Halides,Binary,94.92756733333334,2.5033333333333334,1.2666666666666666,16.333333333333332,0.0,2,1.6231671554252198,0.2444416687484386,-0.4450000000000003,1.02982,4.447775157460322,Semiconductor,Train,1.5338293387770603,-0.11602458546813683,0.7367719912803276,-3.69509655377808,13.857599050981417,6.169952477440621,15.083343684797345,0.24104226115581537
7050,TiGeO3,5.64598,-3.52398,2.01,-2.20488,2.0848,187.73,87.98,228.27889583365325,DFT_training_benchmark,DFT,Oxides,Ternary,33.70104,2.774,0.89,13.2,0.0,3,2.1337804046374176,0.2973340295161017,61.64499999999995,13.28498,72.35221905275627,Semiconductor,Train,2.1952278184508938,-2.1278099096604546,2.1063109664613626,-3.6304732661399197,186.68672469706289,88.66487934670845,227.01086509378098,0.3647611920554827
6989,Ga,4.84575,-3.51518,0.0,0.04287,0.0429,45.19,6.45,18.47119771863118,DFT_training_benchmark,DFT,Intermetallics/Alloys,Unary,69.723,1.81,1.3,13.0,0.0,1,7.006201550387597,0.4318757921419519,51.66,0.97395,15.77999145697442,Metal,Val,-0.0013497224737933921,0.07589247415491987,0.09980034831872722,-3.698710895998409,49.03388455092462,3.822661489590864,12.421170418976935,0.3870047020911048
6948,Ag2Se,5.83168,-3.50413,0.074,-0.06499,0.2296,63.44,14.85,41.32551542623192,DFT_training_benchmark,DFT,Chalcogenides,Binary,98.23213333333332,2.1366666666666667,1.45,12.666666666666666,0.0,2,4.272053872053872,0.3914314958327241,58.035,2.24235,22.79666115030203,Semimetal,Train,-0.03177109289559005,0.0007748127995591964,0.2736740189346529,-3.52837661510001,62.13415880633103,16.79045674033449,37.19158166705302,0.39835445407995407
6975,SnF4,4.87863,-3.49809,3.368,-2.38709,0.0116,19.58,13.71,33.34680745341615,DFT_training_benchmark,DFT,Halides,Binary,38.94072256,3.576,0.69,16.400000000000002,0.0,2,1.4281546316557254,0.2161490683229813,-4.905000000000008,2.07021,8.049997585976529,Insulator,Train,3.450254491210319,-2.235346561387684,-0.04642965076454507,-3.433511196978363,13.058001487430865,13.321705513469723,28.82817400303184,0.3810336864442
7126,NiS2,5.71763,-3.49629,0.0,0.00882,1.4334,26.87,10.2,27.162933597621407,DFT_training_benchmark,DFT,Chalcogenides,Binary,40.94113333333333,2.3566666666666665,1.1166666666666667,14.0,0.0,2,2.6343137254901965,0.3315163528245788,14.805,1.5401999999999998,10.0899962853805,Metal,Train,-0.12208436499710223,-0.01081104928022964,1.3941873271862122,-3.3610778653113575,23.644123805064307,9.102281656910016,23.70784455465283,0.34637187392723456
6527,CoI2,5.58275,-3.46565,0.0,0.01733,0.7879,26.82,13.25,34.12960196350443,DFT_training_benchmark,DFT,Halides,Binary,104.24737833333334,2.4,1.3833333333333333,14.333333333333332,0.0,2,2.0241509433962266,0.2879095080567709,7.105000000000004,2.00075,10.412219171433884,Metal,Train,0.020886359500475543,-0.04296889314859917,0.8402105523586284,-3.4589814697622203,20.83346585271726,15.452919374257467,33.973519970263915,0.3528877677040705
6074,ScAs2,5.56664,-3.44182,0.0,-0.72684,1.8997,75.8,34.72,90.36313139020297,DFT_training_benchmark,DFT,Pnictides,Binary,64.93303733333333,1.9066666666666667,1.2999999999999998,11.0,0.0,2,2.1831797235023043,0.3013123760109873,26.89999999999999,5.242719999999999,29.12444122139973,Metal,Val,-0.19596701238797756,-0.7980011543700419,1.9424259185803425,-3.2952446008985836,74.67515685106781,33.2408782498602,91.41709768661731,0.3992773720701166
1119,PI3,5.32907,-3.42981,1.972,-0.03756,0.4933,9.81,6.37,15.709701117318438,DFT_training_benchmark,DFT,Halides,Binary,102.921793,2.5425,1.2999999999999998,16.5,0.0,2,1.5400313971742543,0.2331005586592178,-1.2100000000000009,0.96187,3.97777524572754,Semiconductor,Train,1.839181395110157,-0.10282482279723507,0.49183688842250967,-3.55401913123934,9.868938813406565,3.4122312776365247,22.686953334981784,0.26158743635833176
4539,Mg(ReO4)2,5.0132,-3.37735,1.1,-1.91706,0.0,17.999999999999996,12.999999999999998,31.432835820895523,DFT_training_benchmark,DFT,Oxides,Ternary,47.70129090909091,2.9663636363636363,0.8181818181818181,13.090909090909092,0.0,3,1.3846153846153846,0.2089552238805969,-5.5,1.963,7.444442076079679,Semiconductor,Train,1.1196861235869124,-1.9232281367531283,0.00821291683161474,-3.5306544195419636,23.364599399280902,9.7310787355998,26.940242637570964,0.3980683332636676
5233,Sr2FeBrO3,4.94632,-3.37196,0.0,-2.38774,1.1993,57.68,36.43,90.28281663245332,DFT_training_benchmark,DFT,Oxyhalides,Quaternary,51.28388571428572,2.43,1.1928571428571426,11.0,0.0,4,1.5833104584133957,0.2391273213347973,-4.555000000000007,5.500929999999999,23.27444186649632,Metal,Train,0.07384665799954104,-2.3604478420146684,1.2887365427051898,-3.376959292900696,58.72616759604532,37.702620897825845,94.71226742559794,0.4414484045107419
3765,Nb3SBr7,5.48065,-3.36982,0.74,-1.05071,1.8609,36.92,22.71,56.53763991908295,DFT_training_benchmark,DFT,Halides,Ternary,79.10110363636363,2.5545454545454547,1.218181818181818,13.636363636363637,0.0,3,1.6257155438132982,0.2447741065407957,-1.3950000000000031,3.42921,14.829997376969146,Semiconductor,Val,0.7571368281189971,-1.0285747360535986,1.819490002781492,-3.335254109595462,36.218878307811636,20.021098359757808,55.57469012006816,0.31954741777866946
7087,AgBiO2,4.9864,-3.33956,1.304,-0.91121,1.1324,56.02,21.61,57.443611535825376,DFT_training_benchmark,DFT,Oxides,Ternary,87.21185000000001,2.7075,1.1,14.5,0.0,3,2.59231837112448,0.3290979068909158,30.005000000000003,3.26311,21.074440775726515,Semiconductor,Train,1.292435171761176,-0.845035340077118,1.1706968166819027,-3.3425025273284685,58.67409785978717,25.295067782167166,57.221024842389426,0.31781428186667915
6482,TiBr3,4.85467,-3.33387,0.0,-1.23487,0.5834,21.22,14.69,35.807226547543074,DFT_training_benchmark,DFT,Halides,Binary,71.89475,2.6049999999999995,1.2125,13.75,0.0,2,1.444520081688223,0.2187619655392469,-4.895000000000003,2.21819,8.705553124327569,Metal,Train,-0.03011036955892888,-1.2338298486497674,0.5692465143296275,-3.519939789003589,14.144367011174765,10.317948243444183,38.84391426229279,0.40009138407516337
7639,CrSe,5.39394,-3.31806,0.0,-0.30108,1.9061,59.67,19.44,52.60702040816327,DFT_training_benchmark,DFT,Chalcogenides,Binary,65.47805,2.105,1.275,11.0,0.0,2,3.069444444444444,0.3530612244897959,40.905,2.9354400000000003,22.04999580854501,Metal,Train,-0.14785219903674274,-0.18479727382741468,1.8908623157740945,-3.326080803556151,60.42396658594741,23.00255837340908,47.55477131113293,0.36422754365798704
7090,ErAgP2Se6,5.1191,-3.30044,1.651,-0.54348,1.7896,29.04,14.19,36.60742671009772,DFT_training_benchmark,DFT,Chalcogenides,Quaternary,81.0834724,2.285,1.225,14.0,0.0,4,2.046511627906977,0.2899022801302932,8.085,2.14269,11.256663591699478,Semiconductor,Train,1.5790155791605291,-0.5646525466590364,1.8665143796391035,-3.417842255045437,31.506768620438294,14.633136681125498,38.32827056792595,0.2613873562596484
7113,SnO,5.66431,-3.27857,0.507,-1.42902,0.2262,47.82,32.25,78.9924022537135,DFT_training_benchmark,DFT,Oxides,Binary,67.3547,2.7,1.025,15.0,0.0,2,1.4827906976744183,0.2246884070343179,-8.894999999999996,4.86975,19.523330861787933,Semiconductor,Train,0.46093612290402125,-1.2114064666728304,0.2839791444291621,-3.2182994706052965,43.08852401350451,32.04690246507218,79.74143719067224,0.42862988598765916
7029,SiS,5.2337,-3.26093,0.658,-0.38924,1.4819,6.63,5.44,12.81503355704698,DFT_training_benchmark,DFT,Chalcogenides,Binary,30.07525,2.24,1.05,15.0,0.0,2,1.21875,0.1778523489932885,-3.655000000000001,0.8214400000000001,2.8144422482408715,Semiconductor,Train,0.7637122226218916,-0.3391866121787995,1.5388456745200447,-3.2279361578512837,10.290012938262173,4.295669917701206,15.031064245083652,0.2988450626129328
6994,Se,4.8803,-3.23578,0.0,0.13368,0.1337,70.6,17.58,48.69793356003138,DFT_training_benchmark,DFT,Chalcogenides,Unary,78.96,2.55,1.15,16.0,0.0,1,4.015927189988624,0.3850379283285378,61.95,2.65458,25.486661433043885,Metal,Val,0.03436182895684614,0.06510739548669739,0.22508351650080305,-3.320369180769462,71.68318850398212,18.418185840139348,49.99919245761656,0.4254466046000806
1946,AuS2,5.10892,-3.22755,0.0,0.02501,1.255,38.77,22.22,55.96783801342669,DFT_training_benchmark,DFT,Chalcogenides,Binary,87.03218966666667,2.5666666666666664,1.1166666666666667,14.333333333333332,0.0,2,1.744824482448245,0.2594022955316538,2.605000000000004,3.35522,15.39221947203211,Metal,Train,-0.1763040155362734,-0.06066139984488898,1.256470268914293,-3.2737980225603023,37.44107867551744,22.140967124907817,67.01668864302572,0.37458614412625335
4758,NaSbO2,4.73705,-3.19574,0.656,-1.51753,1.0491,72.97,33.5,87.16158234618281,DFT_training_benchmark,DFT,Oxides,Ternary,44.18714232,2.465,1.1125,12.0,0.0,3,2.1782089552238806,0.3009191394952656,25.705,5.0585,28.045552337904883,Semiconductor,Train,0.6884083969394795,-1.4789322067805453,1.0968367079906474,-3.2910692169700053,74.99490197154012,35.81693395223469,84.2917524170519,0.38203915126584403
5281,MnF4,4.96872,-3.14918,0.033,-2.27007,0.3222,44.99,32.97,79.49197749196142,DFT_training_benchmark,DFT,Halides,Binary,26.18633156,3.494,0.6799999999999999,15.000000000000002,0.0,2,1.364573855019715,0.2055198285101822,-14.939999999999998,4.97847,18.659997652593603,Semimetal,Test,0.026133049840090232,-2.2549081344884314,0.31005049436021853,-3.127771182313201,51.91203962106388,34.117733871656164,76.2989106882623,0.5197084350571323
4653,SmZnPO,4.76927,-3.08075,1.474,-1.84605,0.0,93.99999999999996,55.00000000000001,138.0712166172107,DFT_training_benchmark,DFT,Oxides,Quaternary,65.6855405,2.1125,1.2,11.5,0.0,4,1.709090909090908,0.2551928783382788,3.4999999999999147,8.305000000000001,37.44444173247863,Semiconductor,Val,1.406307799969404,-1.7889299604726325,0.02269164467419095,-2.9947871911548885,94.58197201618714,55.31563369906995,135.26708424829926,0.49473044819567347
5543,NaMgSb,4.95886,-3.0807,1.172,-0.57515,0.0,29.1,17.86,44.480163560289085,DFT_training_benchmark,DFT,Pnictides,Ternary,56.35158976,1.4299999999999995,1.5833333333333337,6.0,0.0,3,1.6293393057110863,0.2452453404336249,-0.9999999999999928,2.69686,11.684441817556213,Semiconductor,Train,1.2331676288840867,-0.5372909900341165,-0.009110013805737921,-3.1694153441701993,29.894305876161077,17.0964143543509,41.98051652406794,0.3983522383015534
166,NbF3,5.05978,-3.05827,0.0,-2.69514,0.5865,95.03,44.96,116.50640569610664,DFT_training_benchmark,DFT,Halides,Binary,37.4753974,3.385,0.7375,14.0,0.0,2,2.113656583629893,0.2956673231328586,30.14500000000001,6.78896,36.67221907456534,Metal,Train,0.1030999522495951,-2.70096631301255,0.5932897175494903,-3.012905813603394,93.56004512147122,44.84041419018576,113.63816362322731,0.5395762787440281
6993,Ag2SO4,4.81966,-2.98162,1.29,-0.91061,1.6617,70.79,9.07,26.09550081286127,DFT_training_benchmark,DFT,Oxychalcogenides,Ternary,44.54271428571428,2.885714285714285,0.9428571428571428,14.571428571428571,0.0,3,7.804851157662624,0.438561235549133,83.51,1.36957,24.604435015832525,Semiconductor,Train,1.3831280119116198,-0.9783534974454724,1.7033609917805839,-3.0293431856535196,68.07049801771267,9.716383714673325,31.446075202845254,0.34345874545242594
5506,TiTl2F6,4.40349,-2.94984,3.589,-2.89474,0.0,37.11,13.77,36.76292805755396,DFT_training_benchmark,DFT,Halides,Ternary,63.4026688,3.1844444444444444,0.911111111111111,14.666666666666664,0.0,3,2.6949891067538125,0.3348920863309352,21.24,2.07927,13.89999621901819,Insulator,Train,3.5050782476777362,-3.0159277779748694,-0.057275447826343084,-3.021198554903611,39.767074612941585,10.178646375421085,43.155197173508306,0.46882740882307544
6525,Li2CeAs2,5.07631,-2.94583,0.706,-1.03869,1.5402,52.51,33.05,81.95560656941967,DFT_training_benchmark,DFT,Pnictides,Ternary,60.768240000000006,1.4880000000000002,1.41,7.0,0.4,3,1.588804841149773,0.2398730192045335,-3.86,4.99055,21.175552971772223,Semiconductor,Val,0.6750787624148785,-1.0744111961653615,1.6866671092979821,-2.95546273239591,49.770531757091625,30.218810613578,79.38724824754703,0.3851371453638384
7707,VOF,4.79311,-2.93532,0.633,-2.57675,1.0992,91.08,47.77,121.98381483442884,DFT_training_benchmark,DFT,Oxyhalides,Ternary,28.6464344,3.0166666666666666,0.8166666666666667,12.666666666666666,0.0,3,1.9066359639941384,0.276782654745958,17.194999999999993,7.21327,35.66777485380176,Semiconductor,Val,0.6661263431403563,-2.5082380964541224,1.0287787832950208,-3.0284918090177437,91.30901195910205,49.330854597447704,118.23821475545981,0.46555870340716227
