material_id,formula,work_function_eV,E_ads_DFT_eV,band_gap,formation_energy,energy_hull,bulk_modulus,shear_modulus,young_modulus,data_source,calculation_method,chemical_family,chemsys_type,mean_atomic_mass,mean_electronegativity,mean_atomic_radius,mean_valence_electrons,li_atomic_fraction,n_elements,pugh_ratio,poisson_ratio,cauchy_pressure,hardness_gpa,vol_expansion_resist
6466,Bi2Pt,5.84296,-3.77778,0.0,0.04235,0.0,31.0,9.0,24.61764705882353,DFT_training_benchmark,DFT,Pnictides,Binary,204.34826666666663,2.1066666666666665,1.5166666666666666,13.333333333333332,0.0,2,3.4444444444444446,0.3676470588235294,24.0,1.359,11.333328729591676
6493,BiBr3,5.50025,-3.74499,2.69,-0.74825,0.0,13.02,6.09,15.805674418604648,DFT_training_benchmark,DFT,Halides,Binary,112.1731,2.725,1.2625,16.5,0.0,2,2.1379310344827585,0.2976744186046511,4.3050000000000015,0.91959,5.01666349270309
425,TaS2,5.67032,-3.72668,0.0,-1.14598,2.7287,66.2,41.04,102.03485227841765,DFT_training_benchmark,DFT,Chalcogenides,Binary,81.69262666666667,2.22,1.15,12.333333333333332,0.0,2,1.6130604288499026,0.243114672008012,-3.299999999999983,6.197039999999999,26.62666405710106
7135,BCl3,5.08893,-3.67679,4.531,-0.95171,0.9536,8.78,5.61,13.874873239436624,DFT_training_benchmark,DFT,Halides,Binary,29.292500000000004,2.88,0.9625,16.0,0.0,2,1.5650623885918002,0.2366197183098591,-0.8550000000000022,0.84711,3.5499974414199094
6976,SbClO,5.75472,-3.6681,1.109,-0.91639,0.9131,91.14,36.63,96.90734978229318,DFT_training_benchmark,DFT,Oxyhalides,Ternary,57.73746666666668,2.883333333333333,1.0166666666666666,16.0,0.0,3,2.488124488124488,0.3227866473149492,45.135000000000005,5.53113,34.449996445058446
6492,AlPd5I2,5.09837,-3.64809,0.0,-0.3509,0.0,20.000000000000004,12.999999999999998,32.05479452054794,DFT_training_benchmark,DFT,Halides,Ternary,101.611309825,2.24125,1.38125,12.125,0.0,3,1.538461538461539,0.2328767123287671,-2.499999999999986,1.963,8.111108580722538
6982,NbS2,5.37693,-3.58174,0.0,-1.08445,2.3875,50.4,32.0,79.23144104803494,DFT_training_benchmark,DFT,Chalcogenides,Binary,52.34546,2.2533333333333334,1.15,12.333333333333332,0.0,2,1.575,0.2379912663755458,-4.400000000000006,4.832,20.355552986429878
7376,Bi2Pt,5.57899,-3.53832,0.0,0.04235,0.0,31.0,9.0,24.61764705882353,DFT_training_benchmark,DFT,Pnictides,Binary,204.34826666666663,2.1066666666666665,1.5166666666666666,13.333333333333332,0.0,2,3.4444444444444446,0.3676470588235294,24.0,1.359,11.333328729591676
7413,PI2,5.37071,-3.53681,1.594,-0.05037,0.6738,11.07,6.82,16.974184361728703,DFT_training_benchmark,DFT,Halides,Binary,94.92756733333334,2.5033333333333334,1.2666666666666666,16.333333333333332,0.0,2,1.6231671554252198,0.2444416687484386,-0.4450000000000003,1.02982,4.447775157460322
7050,TiGeO3,5.64598,-3.52398,2.01,-2.20488,2.0848,187.73,87.98,228.27889583365325,DFT_training_benchmark,DFT,Oxides,Ternary,33.70104,2.774,0.89,13.2,0.0,3,2.1337804046374176,0.2973340295161017,61.64499999999995,13.28498,72.35221905275627
6989,Ga,4.84575,-3.51518,0.0,0.04287,0.0429,45.19,6.45,18.47119771863118,DFT_training_benchmark,DFT,Intermetallics/Alloys,Unary,69.723,1.81,1.3,13.0,0.0,1,7.006201550387597,0.4318757921419519,51.66,0.97395,15.77999145697442
6948,Ag2Se,5.83168,-3.50413,0.074,-0.06499,0.2296,63.44,14.85,41.32551542623192,DFT_training_benchmark,DFT,Chalcogenides,Binary,98.23213333333332,2.1366666666666667,1.45,12.666666666666666,0.0,2,4.272053872053872,0.3914314958327241,58.035,2.24235,22.79666115030203
6975,SnF4,4.87863,-3.49809,3.368,-2.38709,0.0116,19.58,13.71,33.34680745341615,DFT_training_benchmark,DFT,Halides,Binary,38.94072256,3.576,0.69,16.400000000000002,0.0,2,1.4281546316557254,0.2161490683229813,-4.905000000000008,2.07021,8.049997585976529
7126,NiS2,5.71763,-3.49629,0.0,0.00882,1.4334,26.87,10.2,27.162933597621407,DFT_training_benchmark,DFT,Chalcogenides,Binary,40.94113333333333,2.3566666666666665,1.1166666666666667,14.0,0.0,2,2.6343137254901965,0.3315163528245788,14.805,1.5401999999999998,10.0899962853805
6527,CoI2,5.58275,-3.46565,0.0,0.01733,0.7879,26.82,13.25,34.12960196350443,DFT_training_benchmark,DFT,Halides,Binary,104.24737833333334,2.4,1.3833333333333333,14.333333333333332,0.0,2,2.0241509433962266,0.2879095080567709,7.105000000000004,2.00075,10.412219171433884
6074,ScAs2,5.56664,-3.44182,0.0,-0.72684,1.8997,75.8,34.72,90.36313139020297,DFT_training_benchmark,DFT,Pnictides,Binary,64.93303733333333,1.9066666666666667,1.2999999999999998,11.0,0.0,2,2.1831797235023043,0.3013123760109873,26.89999999999999,5.242719999999999,29.12444122139973
1119,PI3,5.32907,-3.42981,1.972,-0.03756,0.4933,9.81,6.37,15.709701117318438,DFT_training_benchmark,DFT,Halides,Binary,102.921793,2.5425,1.2999999999999998,16.5,0.0,2,1.5400313971742543,0.2331005586592178,-1.2100000000000009,0.96187,3.97777524572754
4539,Mg(ReO4)2,5.0132,-3.37735,1.1,-1.91706,0.0,17.999999999999996,12.999999999999998,31.432835820895523,DFT_training_benchmark,DFT,Oxides,Ternary,47.70129090909091,2.9663636363636363,0.8181818181818181,13.090909090909092,0.0,3,1.3846153846153846,0.2089552238805969,-5.5,1.963,7.444442076079679
5233,Sr2FeBrO3,4.94632,-3.37196,0.0,-2.38774,1.1993,57.68,36.43,90.28281663245332,DFT_training_benchmark,DFT,Oxyhalides,Quaternary,51.28388571428572,2.43,1.1928571428571426,11.0,0.0,4,1.5833104584133957,0.2391273213347973,-4.555000000000007,5.500929999999999,23.274441866496318
3765,Nb3SBr7,5.48065,-3.36982,0.74,-1.05071,1.8609,36.92,22.71,56.53763991908295,DFT_training_benchmark,DFT,Halides,Ternary,79.10110363636363,2.5545454545454547,1.218181818181818,13.636363636363637,0.0,3,1.6257155438132982,0.2447741065407957,-1.3950000000000031,3.42921,14.829997376969146
7087,AgBiO2,4.9864,-3.33956,1.304,-0.91121,1.1324,56.02,21.61,57.443611535825376,DFT_training_benchmark,DFT,Oxides,Ternary,87.21185000000001,2.7075,1.1,14.5,0.0,3,2.59231837112448,0.3290979068909158,30.005000000000003,3.26311,21.074440775726515
6482,TiBr3,4.85467,-3.33387,0.0,-1.23487,0.5834,21.22,14.69,35.807226547543074,DFT_training_benchmark,DFT,Halides,Binary,71.89475,2.6049999999999995,1.2125,13.75,0.0,2,1.444520081688223,0.2187619655392469,-4.895000000000003,2.21819,8.705553124327569
7639,CrSe,5.39394,-3.31806,0.0,-0.30108,1.9061,59.67,19.44,52.60702040816327,DFT_training_benchmark,DFT,Chalcogenides,Binary,65.47805,2.105,1.275,11.0,0.0,2,3.069444444444444,0.3530612244897959,40.905,2.9354400000000003,22.04999580854501
7090,ErAgP2Se6,5.1191,-3.30044,1.651,-0.54348,1.7896,29.04,14.19,36.60742671009772,DFT_training_benchmark,DFT,Chalcogenides,Quaternary,81.0834724,2.285,1.225,14.0,0.0,4,2.046511627906977,0.2899022801302932,8.085,2.14269,11.256663591699478
7113,SnO,5.66431,-3.27857,0.507,-1.42902,0.2262,47.82,32.25,78.9924022537135,DFT_training_benchmark,DFT,Oxides,Binary,67.3547,2.7,1.025,15.0,0.0,2,1.4827906976744183,0.2246884070343179,-8.894999999999996,4.86975,19.523330861787933
7029,SiS,5.2337,-3.26093,0.658,-0.38924,1.4819,6.63,5.44,12.81503355704698,DFT_training_benchmark,DFT,Chalcogenides,Binary,30.07525,2.24,1.05,15.0,0.0,2,1.21875,0.1778523489932885,-3.655000000000001,0.8214400000000001,2.8144422482408715
6994,Se,4.8803,-3.23578,0.0,0.13368,0.1337,70.6,17.58,48.69793356003138,DFT_training_benchmark,DFT,Chalcogenides,Unary,78.96,2.55,1.15,16.0,0.0,1,4.015927189988624,0.3850379283285378,61.95,2.65458,25.486661433043885
1946,AuS2,5.10892,-3.22755,0.0,0.02501,1.255,38.77,22.22,55.96783801342669,DFT_training_benchmark,DFT,Chalcogenides,Binary,87.03218966666667,2.5666666666666664,1.1166666666666667,14.333333333333332,0.0,2,1.744824482448245,0.2594022955316538,2.605000000000004,3.35522,15.39221947203211
4758,NaSbO2,4.73705,-3.19574,0.656,-1.51753,1.0491,72.97,33.5,87.16158234618281,DFT_training_benchmark,DFT,Oxides,Ternary,44.18714232,2.465,1.1125,12.0,0.0,3,2.1782089552238806,0.3009191394952656,25.705,5.0585,28.045552337904883
5281,MnF4,4.96872,-3.14918,0.033,-2.27007,0.3222,44.99,32.97,79.49197749196142,DFT_training_benchmark,DFT,Halides,Binary,26.18633156,3.494,0.6799999999999999,15.000000000000002,0.0,2,1.364573855019715,0.2055198285101822,-14.939999999999998,4.97847,18.659997652593603
4653,SmZnPO,4.76927,-3.08075,1.474,-1.84605,0.0,93.99999999999996,55.00000000000001,138.0712166172107,DFT_training_benchmark,DFT,Oxides,Quaternary,65.6855405,2.1125,1.2,11.5,0.0,4,1.709090909090908,0.2551928783382788,3.4999999999999147,8.305000000000001,37.44444173247863
5543,NaMgSb,4.95886,-3.0807,1.172,-0.57515,0.0,29.1,17.86,44.480163560289085,DFT_training_benchmark,DFT,Pnictides,Ternary,56.35158976,1.4299999999999995,1.5833333333333337,6.0,0.0,3,1.6293393057110863,0.2452453404336249,-0.9999999999999928,2.69686,11.684441817556213
166,NbF3,5.05978,-3.05827,0.0,-2.69514,0.5865,95.03,44.96,116.50640569610664,DFT_training_benchmark,DFT,Halides,Binary,37.4753974,3.385,0.7375,14.0,0.0,2,2.113656583629893,0.2956673231328586,30.14500000000001,6.78896,36.67221907456534
6993,Ag2SO4,4.81966,-2.98162,1.29,-0.91061,1.6617,70.79,9.07,26.09550081286127,DFT_training_benchmark,DFT,Oxychalcogenides,Ternary,44.54271428571428,2.885714285714285,0.9428571428571428,14.571428571428571,0.0,3,7.804851157662624,0.438561235549133,83.51,1.36957,24.604435015832525
5506,TiTl2F6,4.40349,-2.94984,3.589,-2.89474,0.0,37.11,13.77,36.76292805755396,DFT_training_benchmark,DFT,Halides,Ternary,63.4026688,3.1844444444444444,0.911111111111111,14.666666666666664,0.0,3,2.6949891067538125,0.3348920863309352,21.24,2.07927,13.89999621901819
6525,Li2CeAs2,5.07631,-2.94583,0.706,-1.03869,1.5402,52.51,33.05,81.95560656941967,DFT_training_benchmark,DFT,Pnictides,Ternary,60.768240000000006,1.4880000000000002,1.41,7.0,0.4,3,1.588804841149773,0.2398730192045335,-3.86,4.99055,21.175552971772223
7707,VOF,4.79311,-2.93532,0.633,-2.57675,1.0992,91.08,47.77,121.98381483442884,DFT_training_benchmark,DFT,Oxyhalides,Ternary,28.6464344,3.0166666666666666,0.8166666666666667,12.666666666666666,0.0,3,1.9066359639941384,0.276782654745958,17.194999999999993,7.21327,35.66777485380176
1444,Au2S,4.78047,-2.91833,2.149,-0.04796,0.7992,74.27,5.02,14.728168371153927,DFT_training_benchmark,DFT,Chalcogenides,Binary,141.99937933333334,2.553333333333333,1.2333333333333334,12.666666666666666,0.0,2,14.794820717131474,0.4669490409515867,98.855,0.7580199999999999,25.314427256681096
6576,VPbClO3,5.09856,-2.88093,2.0,-2.01368,1.8709,47.91,25.97,65.98706128461991,DFT_training_benchmark,DFT,Oxyhalides,Quaternary,56.93211666666667,2.9066666666666663,0.9916666666666668,14.0,0.0,4,1.844820947246823,0.270447849145551,6.939999999999998,3.92147,18.855552698093447
7051,Mg2SiO4,4.65941,-2.84704,4.021,-2.66738,1.4231,193.24,116.73,291.4956519491708,DFT_training_benchmark,DFT,Oxides,Ternary,20.099014285714283,2.611428571428571,0.9285714285714284,11.714285714285714,0.0,3,1.6554441874411034,0.2485892741761791,-1.964999999999975,17.62623,77.38333067863404
3274,C,5.04758,-2.83021,3.536,0.23802,0.2419,419.28,475.47,1035.1267542447686,DFT_training_benchmark,DFT,Carbides,Unary,12.0107,2.55,0.7,14.0,0.0,1,0.8818221969840367,0.0885300379043563,-559.7550000000002,71.79597,192.5899981394549
7091,TmAgP2Se6,4.59889,-2.81675,1.667,-0.54342,1.7876,29.24,14.51,37.35157585835859,DFT_training_benchmark,DFT,Chalcogenides,Quaternary,81.2509934,2.286,1.225,14.0,0.0,4,2.0151619572708475,0.2870977208255894,7.585000000000001,2.19101,11.358885847816168
4455,TlPd2Se3,4.82107,-2.80873,0.0,-0.38275,1.2045,39.37,19.32,49.811944990176826,DFT_training_benchmark,DFT,Chalcogenides,Ternary,109.01721666666668,2.2783333333333333,1.3583333333333332,13.5,0.0,3,2.0377846790890266,0.2891290111329404,10.754999999999995,2.91732,15.269996934470846
6941,TePb,4.67154,-2.80693,1.013,-0.41685,0.1779,41.38,30.03,72.54182136602451,DFT_training_benchmark,DFT,Chalcogenides,Binary,167.39999999999998,2.215,1.6,15.0,0.0,2,1.377955377955378,0.2078225335668418,-13.004999999999995,4.53453,17.12999763860387
6974,Sb2TeSe2,4.48233,-2.80479,0.4,-0.23647,1.4255,36.62,23.21,57.48517171413542,DFT_training_benchmark,DFT,Chalcogenides,Ternary,105.808,2.26,1.3199999999999998,15.6,0.0,3,1.5777682033606202,0.2383707822950326,-3.095000000000013,3.50471,14.785552983491744
3523,GaTeCl,4.45696,-2.80039,0.0,-0.31173,0.1342,14.89,1.53,4.437993506493505,DFT_training_benchmark,DFT,Halides,Ternary,77.592,2.3566666666666665,1.2333333333333332,15.333333333333332,0.0,3,9.73202614379085,0.4503246753246753,18.51,0.2310299999999999,5.133321766570655
6283,Na2I,4.54108,-2.78119,0.0,-0.53526,0.1402,9.54,1.45,4.140239441303624,DFT_training_benchmark,DFT,Halides,Binary,57.628002853333335,1.5066666666666668,1.6666666666666663,6.333333333333333,0.0,2,6.579310344827586,0.4276687728633189,10.685,0.2189499999999999,3.341103041280638
6978,Si,4.9752,-2.75656,0.0,0.16663,0.1714,81.6,65.34,154.72269297736509,DFT_training_benchmark,DFT,Semimetals,Unary,28.0855,1.9,1.1,14.0,0.0,1,1.248852157943067,0.1839814277423098,-40.95000000000003,9.86634,34.45999777278968
1877,HgF2,3.93091,-2.73406,0.862,-1.39914,0.0,97.63,19.52,54.9010543836625,DFT_training_benchmark,DFT,Halides,Binary,79.52893546666667,3.32,0.8333333333333333,15.333333333333332,0.0,2,5.001536885245901,0.4062770077782401,97.645,2.94752,34.71221589953565
1887,B2S,5.2528,-2.72482,0.0,0.45373,3.3598,101.08,9.45,27.49321692411014,DFT_training_benchmark,DFT,Chalcogenides,Binary,17.895666666666667,2.22,0.8999999999999999,14.0,0.0,2,10.696296296296296,0.4546675621222297,127.995,1.42695,34.743320696281515
7134,SbCl5,4.95033,-2.6938,1.261,-0.59178,0.2907,11.39,5.29,13.74247085656361,DFT_training_benchmark,DFT,Halides,Binary,49.837500000000006,2.9750000000000005,1.075,16.666666666666668,0.0,2,2.153119092627599,0.2989102889001521,3.860000000000001,0.79879,4.3844412540128985
6186,SnSe2,5.18567,-2.66642,0.471,-0.33426,0.8348,37.68,20.75,52.595410718289855,DFT_training_benchmark,DFT,Chalcogenides,Binary,92.21,2.353333333333333,1.25,15.333333333333332,0.0,2,1.8159036144578315,0.267359294416623,4.644999999999996,3.13325,14.865552729158248
6694,BaV4O8,5.13296,-2.57664,0.0,-2.45408,3.2579,31.42,8.87,24.32132842044022,DFT_training_benchmark,DFT,Oxides,Ternary,36.08370769230769,2.686923076923077,0.95,11.53846153846154,0.0,3,3.542277339346111,0.3709880733055367,24.955000000000005,1.33937,11.458884177433998
6739,CaPbI4,4.70123,-2.55472,2.899,-1.18747,0.003,14.93,8.16,20.7074447592068,DFT_training_benchmark,DFT,Halides,Ternary,125.81598,2.328333333333333,1.5333333333333332,13.999999999999998,0.0,3,1.829656862745098,0.2688385269121813,1.995000000000001,1.23216,5.883330492166516
4014,Mn2F7,4.61931,-2.55409,0.0,-2.05748,0.7491,43.04,23.31,59.23611887423736,DFT_training_benchmark,DFT,Halides,Binary,26.984990266666667,3.44,0.7,14.77777777777778,0.0,2,1.8464178464178465,0.2706160204684117,6.285000000000004,3.51981,16.936663807488152
4882,TeO3,5.03654,-2.47776,1.376,-0.84544,1.8207,86.33,44.66,114.27459311707558,DFT_training_benchmark,DFT,Oxychalcogenides,Binary,43.89955,3.105,0.7999999999999999,16.0,0.0,2,1.933049708911778,0.2793841593940392,17.845000000000013,6.743659999999999,33.738885936449066
3635,Nb(SCl)2,4.70075,-2.3514,1.457,-1.08553,1.803,36.1,22.3,55.476799387442576,DFT_training_benchmark,DFT,Halides,Ternary,45.588476,2.6160000000000005,1.09,14.2,0.0,3,1.6188340807174888,0.2438744257274119,-1.5999999999999943,3.3673,14.511108495403526
1498,YMg5,3.96229,-2.31697,0.0,-0.02181,0.1712,37.66,17.25,44.8953006219765,DFT_training_benchmark,DFT,Intermetallics/Alloys,Binary,35.07180833333334,1.2950000000000002,1.55,2.166666666666667,0.0,2,2.183188405797101,0.3013130615065653,13.364999999999997,2.60475,14.469996776946232
1241,CrO3,4.46775,-2.24277,1.902,-1.70516,2.5734,22.91,12.05,30.75748328794256,DFT_training_benchmark,DFT,Oxides,Binary,24.998575,2.995,0.7999999999999999,13.5,0.0,2,1.901244813278008,0.2762441198316415,4.240000000000002,1.81955,8.975552637386814
6046,SiP2,4.1315,-2.17358,1.194,-0.13219,2.6429,33.73,25.1,60.33420698392589,DFT_training_benchmark,DFT,Pnictides,Binary,30.011008,2.0933333333333333,1.0333333333333332,14.666666666666666,0.0,2,1.343824701195219,0.2018766331459339,-12.155,3.7901,14.032219896473594
1776,VSe3,4.43804,-2.16513,0.0,-0.23539,2.0703,18.62,7.81,20.55598869169153,DFT_training_benchmark,DFT,Chalcogenides,Binary,71.955375,2.32,1.2,13.25,0.0,2,2.384122919334187,0.3160043976755143,8.405000000000001,1.17931,7.074441002897017
1639,GaTe,3.65293,-2.14492,0.917,-0.35031,0.0486,26.04,16.53,40.92943264659271,DFT_training_benchmark,DFT,Chalcogenides,Binary,98.6615,1.955,1.35,14.5,0.0,2,1.5753176043557169,0.2380348652931854,-2.265000000000001,2.49603,10.5166640972042
7716,Te2W,4.82931,-2.08866,0.95,-0.03597,2.9228,41.34,30.95,74.30636252177842,DFT_training_benchmark,DFT,Chalcogenides,Binary,146.34666666666666,2.1866666666666665,1.3833333333333333,12.666666666666666,0.0,2,1.3357027463651052,0.200425888881719,-15.364999999999997,4.67345,17.218886571605953
5347,CuMoO4,4.28502,-2.07836,0.0,-1.6327,2.5389,131.37,58.8,153.4984963900112,DFT_training_benchmark,DFT,Oxides,Ternary,37.24726666666667,2.97,0.8666666666666667,13.5,0.0,3,2.234183673469388,0.3052593230443134,50.05500000000001,8.8788,50.3233300549084
3896,TmBrO,4.32332,-2.0522,4.553,-3.09072,0.0566,42.51,26.53,65.88415357652862,DFT_training_benchmark,DFT,Oxyhalides,Ternary,88.27920333333333,2.55,1.1666666666666663,12.0,0.0,3,1.6023369770071616,0.2416915487472413,-2.5600000000000023,4.00603,17.117775179615055
4276,FeOF,4.64111,-2.04723,0.0,-1.72093,1.111,172.31,90.45,230.94101797886,DFT_training_benchmark,DFT,Oxyhalides,Ternary,30.2809344,3.083333333333333,0.8333333333333333,13.666666666666666,0.0,3,1.9050304035378665,0.2766225427244888,32.34000000000003,13.65795,67.48666374441993
4612,HoBrO,4.39437,-2.04337,3.77,-3.11975,0.0622,50.06,26.35,67.25049000169943,DFT_training_benchmark,DFT,Oxyhalides,Ternary,86.94457333333332,2.543333333333333,1.1666666666666663,12.0,0.0,3,1.899810246679317,0.2761003795388886,9.215000000000003,3.97885,19.61444152782012
6260,Rb2F,4.12111,-2.03549,0.0,-1.84711,0.0168,10.71,4.49,11.818435281267067,DFT_training_benchmark,DFT,Halides,Binary,63.3113344,1.8733333333333333,1.7333333333333334,6.333333333333333,0.0,2,2.385300668151448,0.3160841070453304,4.84,0.67799,4.0688854460596575
3535,InTeI,4.48148,-1.98598,1.427,-0.4031,0.0,16.83,8.02,20.76208169543668,DFT_training_benchmark,DFT,Halides,Ternary,123.10749,2.18,1.4499999999999995,15.333333333333332,0.0,3,2.098503740648379,0.2943941206631345,5.195,1.21102,6.501107979870191
1445,Al2S3,5.69406,-1.9067,3.131,-1.22286,1.6863,40.07,24.04,60.10083327556326,DFT_training_benchmark,DFT,Chalcogenides,Binary,30.03161544,2.192,1.1,14.8,0.0,2,1.666805324459235,0.2500173310225304,0.0050000000000096,3.63004,16.02777511096365
4281,NbI2O,4.54132,-1.89142,0.681,-1.33465,1.4791,36.39,23.27,57.54422908486862,DFT_training_benchmark,DFT,Oxyhalides,Ternary,90.67868,2.59,1.2125,13.75,0.0,3,1.5638160721959604,0.2364466928420417,-3.5899999999999963,3.51377,14.715552998295994
